Processing Log
"Record 58 is found. | Bliss Landing, CA: city id = 5903881"
"Record 59 is found. | Santa Susanna, ES: city id = 3109680"
"Record 60 is found. | Gârda de Sus, RO: city id = 677201"
"Record 61 is found. | Wilsecker, DE: city id = 6554518"
"Record 62 is found. | Hang Dong, TH: city id = 1153386"
"Record 63 is found. | Kauerheim, DE: city id = 2892093"
"Record 64 is found. | Macun, CN: city id = 1910138"
"Record 65 is found. | Sardis, US: city id = 4445170"
"Record 66 is found. | Kashechewan, CA: city id = 5989520"
"Record 67 is found. | Añorbe, ES: city id = 3129987"
"Record 68 is found. | Dolores, NI: city id = 3620163"
"Record 69 is found. | Monthey, CH: city id = 7286537"
"Record 70 is found. | Nibaliw East, PH: city id = 7616862"
"Record 71 is found. | Agarpāra, IN: city id = 1279292"
"Record 72 is found. | Łęki Dolne, PL: city id = 766523"
"Record 73 is found. | Almazul, ES: city id = 3130310"
"Record 74 is found. | Sokolyata, RU: city id = 491135"
"Record 75 is found. | Santa Susanna, ES: city id = 6533997"
"Record 76 is found. | Levico Terme, IT: city id = 3174784"
"Record 77 is found. | Graney, IE: city id = 2963899"
"Record 78 is found. | Foucherans, FR: city id = 3017637"
"Record 79 is found. | Juru, MY: city id = 1772148"
"Record 80 is found. | Tanner, US: city id = 5813063"
"Record 81 is found. | Chamalières, FR: city id = 6455212"
"Record 82 is found. | Sol'-Iletsk, RU: city id = 491019"
"Record 83 is found. | Montory, FR: city id = 6440523"
"Record 84 is found. | Saint-Romain-le-Noble, FR: city id = 6435078"
"Record 85 is found. | Kaiseringen, DE: city id = 2894023"
"Record 86 is found. | Herdwangen-Schönach, DE: city id = 3205658"
"Record 87 is found. | Rotava, CZ: city id = 3066743"
"Record 88 is found. | Gemeente Strijen, NL: city id = 2746607"
"Record 89 is found. | Neuenmarkt, DE: city id = 6556820"
"Record 90 is found. | Sakhipur, BD: city id = 1189056"
"Record 91 is found. | Skierniewice, PL: city id = 7531180"
"Record 92 is found. | Glâne District, CH: city id = 2660598"
"Record 93 is found. | Balow, DE: city id = 6547918"
"Record 94 is found. | Shiqiu, CN: city id = 1795027"
"Record 95 is found. | Leutewitz, DE: city id = 2878282"
"Record 96 is found. | Coral Harbour, CA: city id = 5927708"
"Record 97 is found. | Maureilhan, FR: city id = 2995055"
"Record 98 is found. | Martinchel, PT: city id = 8012959"
"Record 99 is found. | Esplugues de Llobregat, ES: city id = 3122826"
"Record 100 is found. | Watkins Glen, US: city id = 5143419"
"Record 101 is found. | Paola, MT: city id = 2562617"
"Record 102 is found. | Gomel Oblast, BY: city id = 628281"
"Record 103 is found. | Page, US: city id = 5307778"
"Record 104 is found. | Telfes im Stubai, AT: city id = 7872550"
"Record 105 is found. | Quiscamote, HN: city id = 3602936"
"Record 106 is found. | Timpson, US: city id = 4736933"
"Record 107 is found. | Chak Five Hundred Seventy-five, PK: city id = 1162572"
"Record 108 is found. | Dzierzążnia, PL: city id = 772698"
"Record 109 is found. | Augst, CH: city id = 2661681"
"Record 110 is found. | Don Carlos, PH: city id = 1714442"
"Record 111 is found. | Bořetice, CZ: city id = 3078997"
"Record 112 is found. | Grumelscheid, LU: city id = 2960506"
"Record 113 is found. | Rancho Santa Fe, US: city id = 5386073"
"Record 114 is found. | Sarraziet, FR: city id = 2975973"
"Record 115 is found. | Iizuka, JP: city id = 1861835"
"Record 116 is found. | Eight Ash Green, GB: city id = 6693626"
"Record 117 is found. | Milaş, RO: city id = 673332"
"Record 118 is found. | Guinot, FR: city id = 3014217"
"Record 119 is found. | Alessandro, US: city id = 5323012"
"Record 120 is found. | Müncheberg, DE: city id = 2867723"
"Record 121 is found. | Stafford, US: city id = 4734005"
"Record 122 is found. | San Francisco, PH: city id = 1689989"
"Record 123 is found. | Długomiłowice, PL: city id = 3100429"
"Record 124 is found. | Akwa Ibom State, NG: city id = 2350813"
"Record 125 is found. | Ried, DE: city id = 2847319"
"Record 126 is found. | Non Thai, TH: city id = 1608131"
"Record 127 is found. | Sajazarra, ES: city id = 6359114"
"Record 128 is found. | Zarechnoye, UA: city id = 687656"
"Record 129 is found. | Hrazdan, AM: city id = 616629"
"Record 130 is found. | Kombai, IN: city id = 1266240"
"Record 131 is found. | Teel, MN: city id = 2028961"
"Record 132 is found. | Montegut, US: city id = 4333695"
"Record 133 is found. | Jerusalem District, IL: city id = 293198"
"Record 134 is found. | Anushavan, AM: city id = 616955"
"Record 135 is found. | Farnborough, GB: city id = 2649670"
"Record 136 is found. | Niedermeien, DE: city id = 2863126"
"Record 137 is found. | Taft Heights, US: city id = 5400890"
"Record 138 is found. | Hüttenthal, DE: city id = 2896918"
"Record 139 is found. | Quintanilla de Onsoña, ES: city id = 6360092"
"Record 140 is found. | Yŏnan-ŭp, KP: city id = 1866569"
"Record 141 is found. | Santa Lucía, CO: city id = 3668655"
"Record 142 is found. | Saint-Paul-de-Vence, FR: city id = 6618143"
"Record 143 is found. | Xingdian, CN: city id = 6957994"
"Record 144 is found. | Keeseville, US: city id = 5123173"
"Record 145 is found. | Miranda de Arga, ES: city id = 3116692"
"Record 146 is found. | Bad Wildbad, DE: city id = 2809025"
"Record 147 is found. | Peillon, FR: city id = 6446725"
"Record 148 is found. | Uchaud, FR: city id = 2971412"
"Record 149 is found. | Moûtiers, FR: city id = 6613937"
"Record 150 is found. | Dikou, CN: city id = 1812834"
"Record 151 is found. | Kleinbodungen, DE: city id = 2889701"
"Record 152 is found. | Villameitide, ES: city id = 3105375"
"Record 153 is found. | Luso, PT: city id = 8010805"
"Record 154 is found. | Vilémov, CZ: city id = 3062897"
"Record 155 is found. | Montbray, FR: city id = 6612192"
"Record 156 is found. | Kéthely, HU: city id = 3050204"
"Record 157 is found. | Rosemère, CA: city id = 6127681"
"Record 158 is found. | Polyarnyy, RU: city id = 1494463"
"Record 159 is found. | Ebebiyin, GQ: city id = 2309332"
"Record 160 is found. | Rognac, FR: city id = 2983130"
"Record 161 is found. | Jianghua, CN: city id = 1806374"
"Record 162 is found. | Yuchi, CN: city id = 7407776"
"Record 163 is found. | Begues, ES: city id = 6356056"
"Record 164 is found. | Moreno Valley, US: city id = 5374732"
"Record 165 is found. | Al Jāniyah, PS: city id = 285071"
"Record 166 is found. | Bonadelle Ranchos-Madera Ranchos, US: city id = 7260929"
"Record 167 is found. | Leeds, GB: city id = 3333164"
"Record 168 is found. | Granite, US: city id = 5775320"
"Record 169 is found. | Wahlkreis See-Gaster, CH: city id = 7285010"
"Record 170 is found. | Kremperheide, DE: city id = 2884380"
"Record 171 is found. | La Crabouille, FR: city id = 3009793"
"Record 172 is found. | Nagykáta, HU: city id = 3047669"
"Record 173 is found. | Muirkirk, GB: city id = 2642005"
"Record 174 is found. | Chantenay-Saint-Imbert, FR: city id = 3026846"
"Record 175 is found. | Paikuse, EE: city id = 589703"
"Record 176 is found. | Dongcheng, CN: city id = 7007504"
"Record 177 is found. | Shataping, CN: city id = 1795805"
"Record 178 is found. | Bosentino, IT: city id = 3181678"
"Record 179 is found. | Budzyń, PL: city id = 3102162"
"Record 180 is found. | Cagny, FR: city id = 6427110"
"Record 181 is found. | Mengabril, ES: city id = 6355947"
"Record 182 is found. | Ector, US: city id = 5520910"
"Record 183 is found. | Tangerine, US: city id = 4174793"
"Record 184 is found. | Råde, NO: city id = 3142567"
"Record 185 is found. | Böhlen, DE: city id = 2946980"
"Record 186 is found. | Shancheng, CN: city id = 1796339"
"Record 187 is found. | Kostelec nad Labem, CZ: city id = 3073151"
"Record 188 is found. | Caldas das Taipas, PT: city id = 2741742"
"Record 189 is found. | Castelvetere sul Calore, IT: city id = 3179448"
"Record 190 is found. | Wuli, CN: city id = 7060990"
"Record 191 is found. | Lutter am Barenberge, DE: city id = 2874832"
"Record 192 is found. | Ault, FR: city id = 3036122"
"Record 193 is found. | Breisach, DE: city id = 2944800"
"Record 194 is found. | Assemini, IT: city id = 6537888"
"Record 195 is found. | Schlagsdorf, DE: city id = 2838955"
"Record 196 is found. | Stensta, SE: city id = 2673969"
"Record 197 is found. | Olchowce, PL: city id = 763310"
"Record 198 is found. | Woffleben, DE: city id = 2807100"
"Record 199 is found. | Krani, MK: city id = 789101"
"Record 200 is found. | Aplaya, PH: city id = 1730345"
"Record 201 is found. | Oberotterbach, DE: city id = 2859460"
"Record 202 is found. | Pouldergat, FR: city id = 6431026"
"Record 203 is found. | Bercero, ES: city id = 3128228"
"Record 204 is found. | Chaussenac, FR: city id = 3025847"
"Record 205 is found. | Bolaños de Calatrava, ES: city id = 2520875"
"Record 206 is found. | Donzère, FR: city id = 3021061"
"Record 207 is found. | Klimenitsy, RU: city id = 547630"
"Record 208 is found. | Kiato, GR: city id = 259830"
"Record 209 is found. | Frejlev, DK: city id = 2621896"
"Record 210 is found. | Newtown, IE: city id = 3301124"
"Record 211 is found. | Zinder, NE: city id = 2437798"
"Record 212 is found. | Schönau, DE: city id = 2837064"
"Record 213 is found. | Saint David, DM: city id = 3575630"
"Record 214 is found. | Driesch, DE: city id = 2934953"
"Record 215 is found. | Livigno, IT: city id = 6542131"
"Record 216 is found. | Bichena, ET: city id = 342190"
"Record 217 is found. | Tyndall, CA: city id = 6171515"
"Record 218 is found. | Ousse, FR: city id = 2988956"
"Record 219 is found. | Narkevychi, UA: city id = 829788"
"Record 220 is found. | Höringen, DE: city id = 2899016"
"Record 221 is found. | Gmina Gołuchów, PL: city id = 3098923"
"Record 222 is found. | Saint-Sylvain, FR: city id = 2976830"
"Record 223 is found. | Peishe, CN: city id = 1798957"
"Record 224 is found. | Newport News, US: city id = 4776024"
"Record 225 is found. | Novobirilyussy, RU: city id = 1508260"
"Record 226 is found. | Kunda, EE: city id = 590976"
"Record 227 is found. | Dautphe, DE: city id = 2938701"
"Record 228 is found. | Datian, CN: city id = 1919539"
"Record 229 is found. | Ponte de Vagos, PT: city id = 2736045"
"Record 230 is found. | Tartiki, TJ: city id = 1220380"
"Record 231 is found. | Puebla de Valverde, La, ES: city id = 6361594"
"Record 232 is found. | Alhama de Almería, ES: city id = 6355528"
"Record 233 is found. | Walker, US: city id = 4096107"
"Record 234 is found. | Belfonds, FR: city id = 3033792"
"Record 235 is found. | Krumbach, DE: city id = 2883410"
"Record 236 is found. | Huanggu, CN: city id = 7064920"
"Record 237 is found. | Mios, FR: city id = 6432309"
"Record 238 is found. | Sedrina, IT: city id = 3166821"
"Record 239 is found. | Lubichowo, PL: city id = 3092988"
"Record 240 is found. | Feistritz bei Knittelfeld, AT: city id = 2779710"
"Record 241 is found. | Davila, PH: city id = 1715335"
"Record 242 is found. | Ramore, CA: city id = 6116282"
"Record 243 is found. | Kemel, DE: city id = 2891713"
"Record 244 is found. | Moulsoe, GB: city id = 2642126"
"Record 245 is found. | Cavaglio-Spoccia, IT: city id = 6534836"
"Record 246 is found. | Akron, US: city id = 5106825"
"Record 247 is found. | Agua Fría, HN: city id = 3615391"
"Record 248 is found. | Siquijor, PH: city id = 1686066"
"Record 249 is found. | Marle, FR: city id = 2995675"
"Record 250 is found. | Klosterneuburg, AT: city id = 2773913"
"Record 251 is found. | Elūr, IN: city id = 1272052"
"Record 252 is found. | Saint-Gabriel, CA: city id = 6138260"
"Record 253 is found. | Courtil Gras, BE: city id = 6957848"
"Record 254 is found. | Plankstetten, DE: city id = 2853433"
"Record 255 is found. | Johnsburg, US: city id = 4897967"
"Record 256 is found. | Lake City, US: city id = 5196767"
"Record 257 is found. | Salobral, ES: city id = 6355797"
"Record 258 is found. | Saint David’s, GD: city id = 3579931"
"Record 259 is found. | Ondokuzmayıs, TR: city id = 751103"
"Record 260 is found. | High Peak District, GB: city id = 7290672"
"Record 261 is found. | Aquiles Serdán, MX: city id = 3532779"
"Record 262 is found. | Pontes de García Rodríguez, As, ES: city id = 6357338"
"Record 263 is found. | Bambari, CF: city id = 240604"
"Record 264 is found. | Graben-Neudorf, DE: city id = 6555617"
"Record 265 is found. | Emiliano Zapata, MX: city id = 3527879"
"Record 266 is found. | Ottange, FR: city id = 6437772"
"Record 267 is found. | La Colle-sur-Loup, FR: city id = 3009978"
"Record 268 is found. | Huerta de la Obispalía, ES: city id = 6357458"
"Record 269 is found. | Villebon-sur-Yvette, FR: city id = 6446224"
"Record 270 is found. | Solers, FR: city id = 6443864"
"Record 271 is found. | Pattensen, DE: city id = 6557405"
"Record 272 is found. | Imón, ES: city id = 3120401"
"Record 273 is found. | Aprilovo, BG: city id = 733653"
"Record 274 is found. | Hoppstädten-Weiersbach, DE: city id = 6553603"
"Record 275 is found. | Horningsham, GB: city id = 7297649"
"Record 276 is found. | Ravenoville, FR: city id = 6435550"
"Record 277 is found. | Großalmerode, DE: city id = 2917053"
"Record 278 is found. | San Pedro Xalpa, MX: city id = 3827566"
"Record 279 is found. | Tarazona, ES: city id = 3108308"
"Record 280 is found. | Schney, DE: city id = 2837290"
"Record 281 is found. | Würrich, DE: city id = 6553984"
"Record 282 is found. | Tarnobrzeg, PL: city id = 7532503"
"Record 283 is found. | Chapayevka, UA: city id = 710950"
"Record 284 is found. | Gal’chino, RU: city id = 6416311"
"Record 285 is found. | Santa María de Huerta, ES: city id = 3109795"
"Record 286 is found. | Saint-Quentin-sur-le-Homme, FR: city id = 2977261"
"Record 287 is found. | Botijones, VE: city id = 3647982"
"Record 288 is found. | Beckenried, CH: city id = 7285174"
"Record 289 is found. | Gukovo, RU: city id = 558082"
"Record 290 is found. | Gordons Mobile Plaza, US: city id = 5695735"
"Record 291 is found. | Wartmannstetten, AT: city id = 2761865"
"Record 292 is found. | Speyside, TT: city id = 3573665"
"Record 293 is found. | Becicherecu Mic, RO: city id = 685211"
"Record 294 is found. | Landkreis Passau, DE: city id = 3220813"
"Record 295 is found. | Waimes, BE: city id = 2784199"
"Record 296 is found. | Wonder Lake, US: city id = 4916973"
"Record 297 is found. | Ozerki, RU: city id = 513487"
"Record 298 is found. | Kalamangog, PH: city id = 1709719"
"Record 299 is found. | Arenal, HN: city id = 3615090"
"Record 300 is found. | Reinsberg, AT: city id = 7873032"
"Record 301 is found. | Bobonan, PH: city id = 1724532"
"Record 302 is found. | Chemnitz, DE: city id = 6548487"
"Record 303 is found. | Gelsenkirchen, DE: city id = 2921466"
"Record 304 is found. | Konradsreuth, DE: city id = 2885714"
"Record 305 is found. | Fuchihkow, CN: city id = 7745075"
"Record 306 is found. | Aguilar de Bureba, ES: city id = 3130825"
"Record 307 is found. | Caminha Municipality, PT: city id = 8010628"
"Record 308 is found. | South Vacherie, US: city id = 4342089"
"Record 309 is found. | Pawa, PH: city id = 1694258"
"Record 310 is found. | Bijie, CN: city id = 1816373"
"Record 311 is found. | Ruoms, FR: city id = 6425776"
"Record 312 is found. | Gulariyā, NP: city id = 1283368"
"Record 313 is found. | Mansores, PT: city id = 8010738"
"Record 314 is found. | El Presidio, MX: city id = 4008326"
"Record 315 is found. | Tarchamps, LU: city id = 2960044"
"Record 316 is found. | Rif-dimashq Governorate, SY: city id = 170652"
"Record 317 is found. | Betijoque, VE: city id = 3648290"
"Record 318 is found. | Looe, GB: city id = 7300019"
"Record 319 is found. | Zillis-Reischen, CH: city id = 7287637"
"Record 320 is found. | Santa Perpètua de Mogoda, ES: city id = 3109689"
"Record 321 is found. | Bingfang, CN: city id = 1816358"
"Record 322 is found. | Damaturu, NG: city id = 2345521"
"Record 323 is found. | Thieshope, DE: city id = 2822729"
"Record 324 is found. | Tovo San Giacomo, IT: city id = 6535087"
"Record 325 is found. | Lázně Bělohrad, CZ: city id = 3072268"
"Record 326 is found. | Villamartín, ES: city id = 2509575"
"Record 327 is found. | Razimet, FR: city id = 2984312"
"Record 328 is found. | West Haven, US: city id = 5759989"
"Record 329 is found. | Prilep, MK: city id = 786735"
"Record 330 is found. | Lopătari, RO: city id = 674606"
"Record 331 is found. | Sant Martí de Tous, ES: city id = 6356248"
"Record 332 is found. | Hatillo de Loba, CO: city id = 3681029"
"Record 333 is found. | Storkow, DE: city id = 2826403"
"Record 334 is found. | Jouy-en-Josas, FR: city id = 6443995"
"Record 335 is found. | Alkiza, ES: city id = 3130246"
"Record 336 is found. | Rocca De' Baldi, IT: city id = 6534295"
"Record 337 is found. | Herqueville, FR: city id = 6435443"
"Record 338 is found. | Amānpur, IN: city id = 1278921"
"Record 339 is found. | Peñaflor, ES: city id = 6361029"
"Record 340 is found. | Tsunagi, JP: city id = 1849633"
"Record 341 is found. | Clarence Town, BS: city id = 3572640"
"Record 342 is found. | Serrejón, ES: city id = 2510923"
"Record 343 is found. | Parada de Bouro, PT: city id = 2736748"
"Record 344 is found. | Moritzburg, DE: city id = 2869244"
"Record 345 is found. | Mrkopalj, HR: city id = 3194722"
"Record 346 is found. | Großkirchheim, AT: city id = 7872777"
"Record 347 is found. | Cabarceno, ES: city id = 3127259"
"Record 348 is found. | Fleck, DE: city id = 2926341"
"Record 349 is found. | Vorona Teodoru, RO: city id = 662463"
"Record 350 is found. | Villarcayo de Merindad de Castilla la Vieja, ES: city id = 6356693"
"Record 351 is found. | Lles de Cerdanya, ES: city id = 6358869"
"Record 352 is found. | Saint-Crespin-sur-Moine, FR: city id = 6613998"
"Record 353 is found. | Goa, IN: city id = 1271157"
"Record 354 is found. | Notre-Dame-du-Laus, CA: city id = 6091446"
"Record 355 is found. | Solnhofen, DE: city id = 6556937"
"Record 356 is found. | Angern, DE: city id = 6549382"
"Record 357 is found. | Betzigau, DE: city id = 6557303"
"Record 358 is found. | Bougado, PT: city id = 2742051"
"Record 359 is found. | Paillet, FR: city id = 2988806"
"Record 360 is found. | Călăraşi, RO: city id = 683021"
"Record 361 is found. | White Pine, US: city id = 4667339"
"Record 362 is found. | Loei, TH: city id = 1609071"
"Record 363 is found. | Burstall, CA: city id = 5912226"
"Record 364 is found. | Síkinos, GR: city id = 253880"
"Record 365 is found. | Azhikkal, IN: city id = 1253500"
"Record 366 is found. | Louta, CN: city id = 1918986"
"Record 367 is found. | Minervino di Lecce, IT: city id = 3173405"
"Record 368 is found. | Hudimesnil, FR: city id = 6435452"
"Record 369 is found. | Tentlingen, CH: city id = 7287291"
"Record 370 is found. | Niedermörsbach, DE: city id = 2863104"
"Record 371 is found. | Ahdenkallio, FI: city id = 662036"
"Record 372 is found. | Graben, CH: city id = 2658921"
"Record 373 is found. | Pleumeleuc, FR: city id = 2986762"
"Record 374 is found. | Edison, US: city id = 4192985"
"Record 375 is found. | Windhagen, DE: city id = 6553863"
"Record 376 is found. | Farmsen-Berne, DE: city id = 7932386"
"Record 377 is found. | Chicksands, GB: city id = 2653185"
"Record 378 is found. | Ovoshtnik, BG: city id = 728477"
"Record 379 is found. | Saint Columb Major, GB: city id = 2638828"
"Record 380 is found. | Sanjiao, CN: city id = 7643681"
"Record 381 is found. | Marte, NG: city id = 2330719"
"Record 382 is found. | Leoville, US: city id = 5445815"
"Record 383 is found. | Locate Varesino, IT: city id = 3174644"
"Record 384 is found. | Uhingen, DE: city id = 2820407"
"Record 385 is found. | Viesīte, LV: city id = 454216"
"Record 386 is found. | Pike Creek, US: city id = 4144100"
"Record 387 is found. | Paterno Calabro, IT: city id = 2523865"
"Record 388 is found. | McClusky, US: city id = 5690418"
"Record 389 is found. | Militello Rosmarino, IT: city id = 2524144"
"Record 390 is found. | Meelick, IE: city id = 2962658"
"Record 391 is found. | Oberreichenbach, DE: city id = 2859359"
"Record 392 is found. | Miren, SI: city id = 3195054"
"Record 393 is found. | Gmina Kępno, PL: city id = 7533086"
"Record 394 is found. | Sionogan, PH: city id = 1957931"
"Record 395 is found. | Kvissleby, SE: city id = 2698242"
"Record 396 is found. | Raymondville, US: city id = 4721703"
"Record 397 is found. | Norderbrarup, DE: city id = 2862093"
"Record 398 is found. | Azucaica, ES: city id = 2521435"
"Record 399 is found. | Dengfang, CN: city id = 1924740"
"Record 400 is found. | Gaillères, FR: city id = 6433819"
"Record 401 is found. | Mojoagung, ID: city id = 1635116"
"Record 402 is found. | Villa Concepción del Tío, AR: city id = 3832779"
"Record 403 is found. | Shelui, TZ: city id = 150037"
"Record 404 is found. | Tanjungan, ID: city id = 7760114"
"Record 405 is found. | Hortolândia, BR: city id = 3461655"
"Record 406 is found. | Alhandra, BR: city id = 3407940"
"Record 407 is found. | Glenmore Park, AU: city id = 7302642"
"Record 408 is found. | Bendungan, ID: city id = 7036707"
"Record 409 is found. | Sítio José Góis, BR: city id = 7774452"
"Record 410 is found. | San José de la Dormida, AR: city id = 3837239"
"Record 411 is found. | Loccota, AU: city id = 2159796"
"Record 412 is found. | Assis, BR: city id = 3471374"
"Record 413 is found. | Rockbank, AU: city id = 2151449"
"Record 414 is found. | Puputan, ID: city id = 7844864"
"Record 415 is found. | Palm Beach, AU: city id = 2153924"
"Record 416 is found. | Departamento de Capayán, AR: city id = 3862771"
"Record 417 is found. | Jujuy Province, AR: city id = 3853404"
"Record 418 is found. | Tarariras, UY: city id = 3439902"
"Record 419 is found. | Bonito, BR: city id = 3469294"
"Record 420 is found. | Klanceng, ID: city id = 7406667"
"Record 421 is found. | Palmvale, AU: city id = 2153888"
"Record 422 is found. | Gerduren, ID: city id = 6385651"
"Record 423 is found. | Jamanis, ID: city id = 8025880"
"Record 424 is found. | Pamedilan, ID: city id = 7581723"
"Record 425 is found. | Fitzroy, AU: city id = 2166584"
"Record 426 is found. | Krajan, ID: city id = 7035066"
"Record 427 is found. | Kudang, ID: city id = 8025786"
"Record 428 is found. | Alton Downs, AU: city id = 2177990"
"Record 429 is found. | Hazelwood, AU: city id = 2163716"
"Record 430 is found. | San Juan, BO: city id = 6621286"
"Record 431 is found. | Baobatun, ID: city id = 7574332"
"Record 432 is found. | Bulakan, ID: city id = 1647832"
"Record 433 is found. | Lavras da Mangabeira, BR: city id = 3396364"
"Record 434 is found. | Kuekobo, ID: city id = 7336948"
"Record 435 is found. | Palmeira, BR: city id = 3455424"
"Record 436 is found. | Kebon Tengah, ID: city id = 7036717"
"Record 437 is found. | Semboro Lor, ID: city id = 1627858"
"Record 438 is found. | Bulakgebang, ID: city id = 8052594"
"Record 439 is found. | Ngedhubasa, ID: city id = 7389832"
"Record 440 is found. | General Alvear, AR: city id = 3855140"
"Record 441 is found. | Gunungsari, ID: city id = 7037012"
"Record 442 is found. | Yatnyaketi, ID: city id = 7084591"
"Record 443 is found. | Panawangan, ID: city id = 1632892"
"Record 444 is found. | Blantyre District, MW: city id = 931754"
"Record 445 is found. | Sampang, ID: city id = 1628897"
"Record 446 is found. | Miguel Calmon, BR: city id = 3457202"
"Record 447 is found. | Bokaa, BW: city id = 933881"
"Record 448 is found. | Sawyers Valley, AU: city id = 2061845"
"Record 449 is found. | Alfredo Wagner, BR: city id = 3472585"
"Record 450 is found. | Tarra Valley, AU: city id = 2147324"
"Record 451 is found. | Whyalla, AU: city id = 2058430"
"Record 452 is found. | Wollar, AU: city id = 2143261"
"Record 453 is found. | Jacobina, BR: city id = 3460344"
"Record 454 is found. | Colo Vale, AU: city id = 2170954"
"Record 455 is found. | Ngrawan, ID: city id = 7579543"
"Record 456 is found. | Canarana, BR: city id = 3467604"
"Record 457 is found. | Brooker, AU: city id = 2075738"
"Record 458 is found. | Monte Alegre, BR: city id = 3394605"
"Record 459 is found. | Rancakukun, ID: city id = 8024054"
"Record 460 is found. | Tsiroanomandidy, MG: city id = 1054463"
"Record 461 is found. | Central Sulawesi, ID: city id = 1626231"
"Record 462 is found. | Tegallega, ID: city id = 7852546"
"Record 463 is found. | Sumbawanga, TZ: city id = 149703"
"Record 464 is found. | Bulumanis Lor, ID: city id = 8056487"
"Record 465 is found. | Orange Farm, ZA: city id = 967580"
"Record 466 is found. | Cangkring, ID: city id = 8069669"
"Record 467 is found. | Kalbarri, AU: city id = 2068835"
"Record 468 is found. | Riipua, ID: city id = 7426831"
"Record 469 is found. | Paso de la Cadena, UY: city id = 3441287"
"Record 470 is found. | Panyindangan, ID: city id = 1632495"
"Record 471 is found. | Nangtang, ID: city id = 1634378"
"Record 472 is found. | Cardeal da Silva, BR: city id = 3466973"
"Record 473 is found. | Mangli, ID: city id = 1636364"
"Record 474 is found. | Conesa, AR: city id = 3860365"
"Record 475 is found. | Sruni, ID: city id = 7406216"
"Record 476 is found. | Paranã, BR: city id = 3455079"
"Record 477 is found. | Cajamarca, PE: city id = 3699088"
"Record 478 is found. | Dois Córregos, BR: city id = 3464618"
"Record 479 is found. | Boschrand, ZA: city id = 1017115"
"Record 480 is found. | Vryheid, ZA: city id = 942470"
"Record 481 is found. | Leran, ID: city id = 7036295"
"Record 482 is found. | Dakar, GA: city id = 2401325"
